t	dbpedia
https://cso.kmi.open.ac.uk/topics/image_subtraction	http://dbpedia.org/resource/Subtraction
https://cso.kmi.open.ac.uk/topics/nonrigid_image_registration	http://dbpedia.org/resource/Image_registration
https://cso.kmi.open.ac.uk/topics/manifold_learning_algorithm	http://dbpedia.org/resource/Nonlinear_dimensionality_reduction
https://cso.kmi.open.ac.uk/topics/nonlinear_dimensionality_reduction	http://dbpedia.org/resource/Nonlinear_dimensionality_reduction
https://cso.kmi.open.ac.uk/topics/locally_linear_embedding	http://dbpedia.org/resource/Nonlinear_dimensionality_reduction
https://cso.kmi.open.ac.uk/topics/local_geometry	http://dbpedia.org/resource/Geometry
https://cso.kmi.open.ac.uk/topics/dimensionality_reduction_algorithms	http://dbpedia.org/resource/Dimensionality_reduction
https://cso.kmi.open.ac.uk/topics/dimensionality_reduction_method	http://dbpedia.org/resource/Dimensionality_reduction
https://cso.kmi.open.ac.uk/topics/dimensionality_reduction_techniques	http://dbpedia.org/resource/Dimensionality_reduction
https://cso.kmi.open.ac.uk/topics/fisher_discriminant_analysis	http://dbpedia.org/resource/Linear_discriminant_analysis
https://cso.kmi.open.ac.uk/topics/small_sample_size_problems	http://dbpedia.org/resource/Sample_size_determination
https://cso.kmi.open.ac.uk/topics/small_sample_size_problem	http://dbpedia.org/resource/Sample_size_determination
https://cso.kmi.open.ac.uk/topics/latent_variable_models	http://dbpedia.org/resource/Latent_variable
https://cso.kmi.open.ac.uk/topics/monocular_image	http://dbpedia.org/resource/Monocular
https://cso.kmi.open.ac.uk/topics/support_vector_machine	http://dbpedia.org/resource/Support_vector_machine
https://cso.kmi.open.ac.uk/topics/support_vector_machines_%28svms%29	http://dbpedia.org/resource/Support_vector_machine
https://cso.kmi.open.ac.uk/topics/support_vector_machine_%28svms%29	http://dbpedia.org/resource/Support_vector_machine
https://cso.kmi.open.ac.uk/topics/support_vector_machine_%28svm%29	http://dbpedia.org/resource/Support_vector_machine
https://cso.kmi.open.ac.uk/topics/support_vector_machines	http://dbpedia.org/resource/Support_vector_machine
https://cso.kmi.open.ac.uk/topics/multi-class_classification	http://dbpedia.org/resource/Multiclass_classification
https://cso.kmi.open.ac.uk/topics/multiclass_classification	http://dbpedia.org/resource/Multiclass_classification
https://cso.kmi.open.ac.uk/topics/support_vector	http://dbpedia.org/resource/Euclidean_vector
https://cso.kmi.open.ac.uk/topics/least_squares_support_vector_machines	http://dbpedia.org/resource/Support_vector_machine
https://cso.kmi.open.ac.uk/topics/least_squares_support_vector_machine	http://dbpedia.org/resource/Support_vector_machine
https://cso.kmi.open.ac.uk/topics/kernel_methods	http://dbpedia.org/resource/Kernel_method
https://cso.kmi.open.ac.uk/topics/kernel_method	http://dbpedia.org/resource/Kernel_method
https://cso.kmi.open.ac.uk/topics/binary_classifiers	http://dbpedia.org/resource/Binary_number
https://cso.kmi.open.ac.uk/topics/binary_classification	http://dbpedia.org/resource/Binary_classification
https://cso.kmi.open.ac.uk/topics/hyperspectral_image_classification	http://dbpedia.org/resource/Computer_vision
https://cso.kmi.open.ac.uk/topics/gender_classification	http://dbpedia.org/resource/Gender
https://cso.kmi.open.ac.uk/topics/least_square_support_vector_machine	http://dbpedia.org/resource/Support_vector_machine
https://cso.kmi.open.ac.uk/topics/quadratic_programming_problems	http://dbpedia.org/resource/Quadratic_programming
https://cso.kmi.open.ac.uk/topics/histograms_of_oriented_gradients	http://dbpedia.org/resource/Histogram
https://cso.kmi.open.ac.uk/topics/feed-forward_network	http://dbpedia.org/resource/Feedforward_neural_network
https://cso.kmi.open.ac.uk/topics/feedforward_neural_networks	http://dbpedia.org/resource/Feedforward_neural_network
https://cso.kmi.open.ac.uk/topics/feedforward_neural_network	http://dbpedia.org/resource/Artificial_neural_network
https://cso.kmi.open.ac.uk/topics/decision_theory	http://dbpedia.org/resource/Decision_theory
https://cso.kmi.open.ac.uk/topics/intelligent_control	http://dbpedia.org/resource/Intelligent_control
https://cso.kmi.open.ac.uk/topics/natural_language_processing_systems	http://dbpedia.org/resource/Natural-language_processing
https://cso.kmi.open.ac.uk/topics/cognitive_systems	http://dbpedia.org/resource/Cognition
https://cso.kmi.open.ac.uk/topics/soft_computing	http://dbpedia.org/resource/Soft_computing
https://cso.kmi.open.ac.uk/topics/inference_engines	http://dbpedia.org/resource/Inference
https://cso.kmi.open.ac.uk/topics/system_theory	http://dbpedia.org/resource/Systems_theory
https://cso.kmi.open.ac.uk/topics/decision_support_systems	http://dbpedia.org/resource/Decision_support_system
https://cso.kmi.open.ac.uk/topics/decision_support_system_%28dss%29	http://dbpedia.org/resource/Decision_support_system
https://cso.kmi.open.ac.uk/topics/bayesian_networks	http://dbpedia.org/resource/Bayesian_network
https://cso.kmi.open.ac.uk/topics/bayesian_network	http://dbpedia.org/resource/Bayesian_network
https://cso.kmi.open.ac.uk/topics/machine_learning	http://dbpedia.org/resource/Machine_learning
https://cso.kmi.open.ac.uk/topics/machine-learning	http://dbpedia.org/resource/Machine_learning
https://cso.kmi.open.ac.uk/topics/knowledge-based_systems	http://dbpedia.org/resource/Knowledge-based_systems
https://cso.kmi.open.ac.uk/topics/expert_systems	http://dbpedia.org/resource/Expert_system
https://cso.kmi.open.ac.uk/topics/expert_system	http://dbpedia.org/resource/Expert_system
https://cso.kmi.open.ac.uk/topics/multi-agent_system	http://dbpedia.org/resource/Multi-agent_system
https://cso.kmi.open.ac.uk/topics/multi-agent_systems	http://dbpedia.org/resource/Multi-agent_system
https://cso.kmi.open.ac.uk/topics/multiagent_systems	http://dbpedia.org/resource/Multi-agent_system
https://cso.kmi.open.ac.uk/topics/ambient_intelligence	http://dbpedia.org/resource/Ambient_intelligence
https://cso.kmi.open.ac.uk/topics/intelligent_tutoring_system	http://dbpedia.org/resource/Intelligent_tutoring_system
https://cso.kmi.open.ac.uk/topics/intelligent_tutoring_systems	http://dbpedia.org/resource/Intelligent_tutoring_system
https://cso.kmi.open.ac.uk/topics/ai_planning	http://dbpedia.org/resource/Automated_planning_and_scheduling
https://cso.kmi.open.ac.uk/topics/genetic_algorithm	http://dbpedia.org/resource/Genetic_algorithm
https://cso.kmi.open.ac.uk/topics/machine_learning_techniques	http://dbpedia.org/resource/Machine_learning
https://cso.kmi.open.ac.uk/topics/machine_learning_methods	http://dbpedia.org/resource/Machine_learning
https://cso.kmi.open.ac.uk/topics/machine_learning_algorithms	http://dbpedia.org/resource/Machine_learning
https://cso.kmi.open.ac.uk/topics/genetic_algorithm_%28ga%29	http://dbpedia.org/resource/Genetic_algorithm
https://cso.kmi.open.ac.uk/topics/genetic_algorithms	http://dbpedia.org/resource/Genetic_algorithm
https://cso.kmi.open.ac.uk/topics/intelligent_systems	http://dbpedia.org/resource/Artificial_intelligence
https://cso.kmi.open.ac.uk/topics/decision_support_system	http://dbpedia.org/resource/Decision_support_system
https://cso.kmi.open.ac.uk/topics/multiagent_system	http://dbpedia.org/resource/Multi-agent_system
https://cso.kmi.open.ac.uk/topics/swarm_intelligence	http://dbpedia.org/resource/Swarm_intelligence
https://cso.kmi.open.ac.uk/topics/natural_language_processing	http://dbpedia.org/resource/Natural-language_processing
https://cso.kmi.open.ac.uk/topics/bayesian_method	http://dbpedia.org/resource/Bayesian_inference
https://cso.kmi.open.ac.uk/topics/electronic_commerce	http://dbpedia.org/resource/E-commerce
https://cso.kmi.open.ac.uk/topics/automata_theory	http://dbpedia.org/resource/Automata_theory
https://cso.kmi.open.ac.uk/topics/knowledge_engineering	http://dbpedia.org/resource/Knowledge_engineering
https://cso.kmi.open.ac.uk/topics/formal_languages	http://dbpedia.org/resource/Formal_language
https://cso.kmi.open.ac.uk/topics/conformal_mapping	http://dbpedia.org/resource/Conformal_map
https://cso.kmi.open.ac.uk/topics/computability_and_decidability	http://dbpedia.org/resource/Computability
https://cso.kmi.open.ac.uk/topics/genetic_programming	http://dbpedia.org/resource/Genetic_programming
https://cso.kmi.open.ac.uk/topics/genetic_programming_%28gp%29	http://dbpedia.org/resource/Genetic_programming
https://cso.kmi.open.ac.uk/topics/real_time_systems	http://dbpedia.org/resource/Real-time_computing
https://cso.kmi.open.ac.uk/topics/real-time_systems	http://dbpedia.org/resource/Real-time_computing
https://cso.kmi.open.ac.uk/topics/evolutionary_algorithms	http://dbpedia.org/resource/Evolutionary_algorithm
https://cso.kmi.open.ac.uk/topics/evolutionary_algorithm	http://dbpedia.org/resource/Evolutionary_algorithm
https://cso.kmi.open.ac.uk/topics/model_checking	http://dbpedia.org/resource/Model_checking
https://cso.kmi.open.ac.uk/topics/model-checking	http://dbpedia.org/resource/Model_checking
https://cso.kmi.open.ac.uk/topics/sensor_networks	http://dbpedia.org/resource/Wireless_sensor_network
https://cso.kmi.open.ac.uk/topics/sensor_network	http://dbpedia.org/resource/Wireless_sensor_network
https://cso.kmi.open.ac.uk/topics/recommender_systems	http://dbpedia.org/resource/Recommender_system
https://cso.kmi.open.ac.uk/topics/recommender_system	http://dbpedia.org/resource/Recommender_system
https://cso.kmi.open.ac.uk/topics/decision_tree	http://dbpedia.org/resource/Decision_tree
https://cso.kmi.open.ac.uk/topics/classifiers	http://dbpedia.org/resource/Chinese_classifier
https://cso.kmi.open.ac.uk/topics/social_network	http://dbpedia.org/resource/Social_network
https://cso.kmi.open.ac.uk/topics/multiobjective_optimization	http://dbpedia.org/resource/Multi-objective_optimization
https://cso.kmi.open.ac.uk/topics/multi-objective_optimization	http://dbpedia.org/resource/Multi-objective_optimization
https://cso.kmi.open.ac.uk/topics/ontologies	http://dbpedia.org/resource/Ontology
https://cso.kmi.open.ac.uk/topics/wireless_sensor_network_%28wsns%29	http://dbpedia.org/resource/Wireless_sensor_network
https://cso.kmi.open.ac.uk/topics/wireless_sensor_networks_%28wsns%29	http://dbpedia.org/resource/Wireless_sensor_network
https://cso.kmi.open.ac.uk/topics/wireless_sensor_network_%28wsn%29	http://dbpedia.org/resource/Wireless_sensor_network
https://cso.kmi.open.ac.uk/topics/wireless_sensor_networks	http://dbpedia.org/resource/Wireless_sensor_network
https://cso.kmi.open.ac.uk/topics/wireless_sensor_network	http://dbpedia.org/resource/Wireless_sensor_network
https://cso.kmi.open.ac.uk/topics/affective_computing	http://dbpedia.org/resource/Affective_computing
https://cso.kmi.open.ac.uk/topics/ontology_mapping	http://dbpedia.org/resource/Ontology
https://cso.kmi.open.ac.uk/topics/tabu_search	http://dbpedia.org/resource/Tabu_search
https://cso.kmi.open.ac.uk/topics/image_classification	http://dbpedia.org/resource/Computer_vision
https://cso.kmi.open.ac.uk/topics/constraint_programming	http://dbpedia.org/resource/Constraint_programming
https://cso.kmi.open.ac.uk/topics/formal_concept_analysis	http://dbpedia.org/resource/Formal_concept_analysis
https://cso.kmi.open.ac.uk/topics/word_sense_disambiguation	http://dbpedia.org/resource/Word-sense_disambiguation
https://cso.kmi.open.ac.uk/topics/natural_language_generation	http://dbpedia.org/resource/Natural_language_generation
https://cso.kmi.open.ac.uk/topics/prolog_%28programming_language%29	http://dbpedia.org/resource/Prolog
https://cso.kmi.open.ac.uk/topics/constraint_logic_programming	http://dbpedia.org/resource/Constraint_logic_programming
https://cso.kmi.open.ac.uk/topics/horn_clause	http://dbpedia.org/resource/Horn_clause
https://cso.kmi.open.ac.uk/topics/probabilistic_graphical_models	http://dbpedia.org/resource/Graphical_model
https://cso.kmi.open.ac.uk/topics/mechanism_design	http://dbpedia.org/resource/Mechanism_design
https://cso.kmi.open.ac.uk/topics/automated_theorem_proving	http://dbpedia.org/resource/Automated_theorem_proving
https://cso.kmi.open.ac.uk/topics/gibbs_sampling	http://dbpedia.org/resource/Gibbs_sampling
https://cso.kmi.open.ac.uk/topics/process_mining	http://dbpedia.org/resource/Process_mining
https://cso.kmi.open.ac.uk/topics/naive_bayes	http://dbpedia.org/resource/Naive_Bayes_classifier
https://cso.kmi.open.ac.uk/topics/exact_inference	http://dbpedia.org/resource/Exact_test
https://cso.kmi.open.ac.uk/topics/scada_systems	http://dbpedia.org/resource/SCADA
https://cso.kmi.open.ac.uk/topics/reinforcement_learning_method	http://dbpedia.org/resource/Reinforcement_learning
https://cso.kmi.open.ac.uk/topics/value_function_approximation	http://dbpedia.org/resource/Function_approximation
https://cso.kmi.open.ac.uk/topics/first-order_logic	http://dbpedia.org/resource/First-order_logic
https://cso.kmi.open.ac.uk/topics/modal_logic	http://dbpedia.org/resource/Modal_logic
https://cso.kmi.open.ac.uk/topics/ensemble_classifiers	http://dbpedia.org/resource/Statistical_classification
https://cso.kmi.open.ac.uk/topics/partially_observable_markov_decision_process	http://dbpedia.org/resource/Partially_observable_Markov_decision_process
https://cso.kmi.open.ac.uk/topics/memetic_algorithms	http://dbpedia.org/resource/Memetic_algorithm
https://cso.kmi.open.ac.uk/topics/memetic_algorithm	http://dbpedia.org/resource/Memetic_algorithm
https://cso.kmi.open.ac.uk/topics/data_stream	http://dbpedia.org/resource/Data_stream
https://cso.kmi.open.ac.uk/topics/evolutionary_computation	http://dbpedia.org/resource/Evolutionary_computation
https://cso.kmi.open.ac.uk/topics/agent-based	http://dbpedia.org/resource/Agent-based_model
https://cso.kmi.open.ac.uk/topics/probabilistic_model	http://dbpedia.org/resource/Statistical_model
https://cso.kmi.open.ac.uk/topics/unified_medical_language_system	http://dbpedia.org/resource/Unified_Medical_Language_System
https://cso.kmi.open.ac.uk/topics/user_profile	http://dbpedia.org/resource/User_profile
https://cso.kmi.open.ac.uk/topics/distributed_architecture	http://dbpedia.org/resource/Distributed_computing
https://cso.kmi.open.ac.uk/topics/agent-based_systems	http://dbpedia.org/resource/Agent-based_model
https://cso.kmi.open.ac.uk/topics/agent-based_system	http://dbpedia.org/resource/Agent-based_model
https://cso.kmi.open.ac.uk/topics/domain_knowledge	http://dbpedia.org/resource/Domain_knowledge
https://cso.kmi.open.ac.uk/topics/human-robot_interaction	http://dbpedia.org/resource/Human–robot_interaction
https://cso.kmi.open.ac.uk/topics/markov_decision_process_%28mdp%29	http://dbpedia.org/resource/Markov_decision_process
https://cso.kmi.open.ac.uk/topics/markov_decision_processes	http://dbpedia.org/resource/Markov_decision_process
https://cso.kmi.open.ac.uk/topics/markov_decision_process	http://dbpedia.org/resource/Markov_decision_process
https://cso.kmi.open.ac.uk/topics/computer-aided_diagnosis_%28cad%29	http://dbpedia.org/resource/Computer-aided_diagnosis
https://cso.kmi.open.ac.uk/topics/computer-aided_diagnosis	http://dbpedia.org/resource/Computer-aided_diagnosis
https://cso.kmi.open.ac.uk/topics/knowledge_base	http://dbpedia.org/resource/Knowledge_base
https://cso.kmi.open.ac.uk/topics/cognitive_modeling	http://dbpedia.org/resource/Cognitive_model
https://cso.kmi.open.ac.uk/topics/cognitive_model	http://dbpedia.org/resource/Cognitive_model
https://cso.kmi.open.ac.uk/topics/cognitive_models	http://dbpedia.org/resource/Cognition
https://cso.kmi.open.ac.uk/topics/supervised_machine_learning	http://dbpedia.org/resource/Machine_learning
https://cso.kmi.open.ac.uk/topics/unsupervised_learning	http://dbpedia.org/resource/Unsupervised_learning
https://cso.kmi.open.ac.uk/topics/epistemic_logic	http://dbpedia.org/resource/Epistemic_modal_logic
https://cso.kmi.open.ac.uk/topics/swarm_robotics	http://dbpedia.org/resource/Swarm_robotics
https://cso.kmi.open.ac.uk/topics/stigmergy	http://dbpedia.org/resource/Stigmergy
https://cso.kmi.open.ac.uk/topics/systems_integration	http://dbpedia.org/resource/System_integration
https://cso.kmi.open.ac.uk/topics/natural_language_text	http://dbpedia.org/resource/Natural_language
https://cso.kmi.open.ac.uk/topics/natural_language_understanding	http://dbpedia.org/resource/Natural_language_understanding
https://cso.kmi.open.ac.uk/topics/agent_model	http://dbpedia.org/resource/Agent-based_model
https://cso.kmi.open.ac.uk/topics/case-based_reasoning_approaches	http://dbpedia.org/resource/Case-based_reasoning
https://cso.kmi.open.ac.uk/topics/rule_base	http://dbpedia.org/resource/Rule-based_system
https://cso.kmi.open.ac.uk/topics/situation_awareness	http://dbpedia.org/resource/Situation_awareness
https://cso.kmi.open.ac.uk/topics/boolean_satisfiability	http://dbpedia.org/resource/Boolean_satisfiability_problem
https://cso.kmi.open.ac.uk/topics/candidate_solution	http://dbpedia.org/resource/Feasible_region
https://cso.kmi.open.ac.uk/topics/memetic	http://dbpedia.org/resource/Memetics
https://cso.kmi.open.ac.uk/topics/sat-solving	http://dbpedia.org/resource/Boolean_satisfiability_problem
https://cso.kmi.open.ac.uk/topics/dempster-shafer_theory_of_evidence	http://dbpedia.org/resource/Dempster–Shafer_theory
https://cso.kmi.open.ac.uk/topics/pedagogical_agents	http://dbpedia.org/resource/Pedagogy
https://cso.kmi.open.ac.uk/topics/multi-class_classifier	http://dbpedia.org/resource/Statistical_classification
https://cso.kmi.open.ac.uk/topics/computer_integrated_manufacturing	http://dbpedia.org/resource/Computer-integrated_manufacturing
https://cso.kmi.open.ac.uk/topics/technical_indicator	http://dbpedia.org/resource/Technical_indicator
https://cso.kmi.open.ac.uk/topics/bayesian_networks_%28bns%29	http://dbpedia.org/resource/Bayesian_network
https://cso.kmi.open.ac.uk/topics/bayesian_network_classifiers	http://dbpedia.org/resource/Bayesian_network
https://cso.kmi.open.ac.uk/topics/proof_system	http://dbpedia.org/resource/Proof_calculus
https://cso.kmi.open.ac.uk/topics/embodied_agent	http://dbpedia.org/resource/Embodied_agent
https://cso.kmi.open.ac.uk/topics/latent_variable	http://dbpedia.org/resource/Latent_variable
https://cso.kmi.open.ac.uk/topics/decision_support_techniques	http://dbpedia.org/resource/Decision_support_system
https://cso.kmi.open.ac.uk/topics/decision_support_systems%2C_clinical	http://dbpedia.org/resource/Decision_support_system
https://cso.kmi.open.ac.uk/topics/binary_classification_problems	http://dbpedia.org/resource/Binary_classification
https://cso.kmi.open.ac.uk/topics/domain_theory	http://dbpedia.org/resource/Domain_theory
https://cso.kmi.open.ac.uk/topics/decision_model	http://dbpedia.org/resource/Decision_model
https://cso.kmi.open.ac.uk/topics/non-stationary_environment	http://dbpedia.org/resource/Stationary_process
https://cso.kmi.open.ac.uk/topics/decision_analysis	http://dbpedia.org/resource/Decision_analysis
https://cso.kmi.open.ac.uk/topics/decision_procedure	http://dbpedia.org/resource/Decision_problem
https://cso.kmi.open.ac.uk/topics/binary_decision_diagram_%28bdd%29	http://dbpedia.org/resource/Binary_decision_diagram
https://cso.kmi.open.ac.uk/topics/binary_decision_diagrams	http://dbpedia.org/resource/Binary_decision_diagram
https://cso.kmi.open.ac.uk/topics/binary_decision_diagram	http://dbpedia.org/resource/Binary_decision_diagram
https://cso.kmi.open.ac.uk/topics/decision_tables	http://dbpedia.org/resource/Decision_table
https://cso.kmi.open.ac.uk/topics/decision_table	http://dbpedia.org/resource/Decision_table
https://cso.kmi.open.ac.uk/topics/decision_rule	http://dbpedia.org/resource/Decision_rule
https://cso.kmi.open.ac.uk/topics/decision-theoretic	http://dbpedia.org/resource/Decision_theory
https://cso.kmi.open.ac.uk/topics/analytic_hierarchy	http://dbpedia.org/resource/Analytical_hierarchy
https://cso.kmi.open.ac.uk/topics/group_decision-making	http://dbpedia.org/resource/Group_decision-making
https://cso.kmi.open.ac.uk/topics/multi-criteria_decision_making	http://dbpedia.org/resource/Multiple-criteria_decision_analysis
https://cso.kmi.open.ac.uk/topics/binary_decision_diagrams_%28bdd%29	http://dbpedia.org/resource/Binary_decision_diagram
https://cso.kmi.open.ac.uk/topics/satisfiability	http://dbpedia.org/resource/Satisfiability
https://cso.kmi.open.ac.uk/topics/dempster-shafer_theory	http://dbpedia.org/resource/Dempster–Shafer_theory
https://cso.kmi.open.ac.uk/topics/fuzzy_analytic_hierarchy_process	http://dbpedia.org/resource/Analytic_hierarchy_process
https://cso.kmi.open.ac.uk/topics/decision_tree_classifiers	http://dbpedia.org/resource/Decision_tree
https://cso.kmi.open.ac.uk/topics/decision_tree_learning	http://dbpedia.org/resource/Decision_tree_learning
https://cso.kmi.open.ac.uk/topics/grey_system_theory	http://dbpedia.org/resource/Systems_theory
https://cso.kmi.open.ac.uk/topics/many-valued_logic	http://dbpedia.org/resource/Many-valued_logic
https://cso.kmi.open.ac.uk/topics/clinical_decision_support	http://dbpedia.org/resource/Clinical_decision_support_system
https://cso.kmi.open.ac.uk/topics/clinical_decision_support_systems	http://dbpedia.org/resource/Clinical_decision_support_system
https://cso.kmi.open.ac.uk/topics/clinical_decision_support_system	http://dbpedia.org/resource/Clinical_decision_support_system
https://cso.kmi.open.ac.uk/topics/satisfiability_modulo_theories	http://dbpedia.org/resource/Satisfiability_modulo_theories
https://cso.kmi.open.ac.uk/topics/logic_synthesis	http://dbpedia.org/resource/Logic_synthesis
https://cso.kmi.open.ac.uk/topics/choquet_integral	http://dbpedia.org/resource/Choquet_integral
https://cso.kmi.open.ac.uk/topics/multi-criteria_decision_analysis	http://dbpedia.org/resource/Multiple-criteria_decision_analysis
https://cso.kmi.open.ac.uk/topics/presburger_arithmetic	http://dbpedia.org/resource/Presburger_arithmetic
https://cso.kmi.open.ac.uk/topics/symbolic_model_checking	http://dbpedia.org/resource/Model_checking
https://cso.kmi.open.ac.uk/topics/rough_set_models	http://dbpedia.org/resource/Rough_set
https://cso.kmi.open.ac.uk/topics/clause_learning	http://dbpedia.org/resource/Clause
https://cso.kmi.open.ac.uk/topics/propositional_satisfiability	http://dbpedia.org/resource/Boolean_satisfiability_problem
https://cso.kmi.open.ac.uk/topics/boolean_formulae	http://dbpedia.org/resource/Boolean_algebra
https://cso.kmi.open.ac.uk/topics/computability	http://dbpedia.org/resource/Computability
https://cso.kmi.open.ac.uk/topics/model_checking_problem	http://dbpedia.org/resource/Model_checking
https://cso.kmi.open.ac.uk/topics/monadic_second-order_logic	http://dbpedia.org/resource/Monadic_second-order_logic
https://cso.kmi.open.ac.uk/topics/emptiness_problem	http://dbpedia.org/resource/Emptiness
https://cso.kmi.open.ac.uk/topics/tree_automata	http://dbpedia.org/resource/Tree_automaton
https://cso.kmi.open.ac.uk/topics/linear_temporal_logic	http://dbpedia.org/resource/Linear_temporal_logic
https://cso.kmi.open.ac.uk/topics/automata	http://dbpedia.org/resource/Automaton
https://cso.kmi.open.ac.uk/topics/datalog	http://dbpedia.org/resource/Datalog
https://cso.kmi.open.ac.uk/topics/regular_languages	http://dbpedia.org/resource/Regular_language
https://cso.kmi.open.ac.uk/topics/sequent_calculus	http://dbpedia.org/resource/Sequent
https://cso.kmi.open.ac.uk/topics/description_logic	http://dbpedia.org/resource/Description_logic
https://cso.kmi.open.ac.uk/topics/description_logics	http://dbpedia.org/resource/Description_logic
https://cso.kmi.open.ac.uk/topics/push-down_automata	http://dbpedia.org/resource/Automaton
https://cso.kmi.open.ac.uk/topics/pushdown_automata	http://dbpedia.org/resource/Pushdown_automaton
https://cso.kmi.open.ac.uk/topics/infinite_state_systems	http://dbpedia.org/resource/Infinity
https://cso.kmi.open.ac.uk/topics/typechecking	http://dbpedia.org/resource/Type_system
https://cso.kmi.open.ac.uk/topics/model_checking_algorithm	http://dbpedia.org/resource/Model_checking
https://cso.kmi.open.ac.uk/topics/cnf_formulas	http://dbpedia.org/resource/Conjunctive_normal_form
https://cso.kmi.open.ac.uk/topics/imperative_programs	http://dbpedia.org/resource/Imperative_programming
https://cso.kmi.open.ac.uk/topics/hoare_logic	http://dbpedia.org/resource/Hoare_logic
https://cso.kmi.open.ac.uk/topics/datalog_programs	http://dbpedia.org/resource/Datalog
https://cso.kmi.open.ac.uk/topics/descriptional_complexity	http://dbpedia.org/resource/Descriptive_complexity_theory
https://cso.kmi.open.ac.uk/topics/regular_language	http://dbpedia.org/resource/Regular_language
https://cso.kmi.open.ac.uk/topics/cut_elimination	http://dbpedia.org/resource/Cut-elimination_theorem
https://cso.kmi.open.ac.uk/topics/natural_deduction	http://dbpedia.org/resource/Natural_deduction
https://cso.kmi.open.ac.uk/topics/modal_operators	http://dbpedia.org/resource/Modal_logic
https://cso.kmi.open.ac.uk/topics/kripke_model	http://dbpedia.org/resource/Kripke_semantics
https://cso.kmi.open.ac.uk/topics/deontic_logic	http://dbpedia.org/resource/Deontic_logic
https://cso.kmi.open.ac.uk/topics/deontic	http://dbpedia.org/resource/Deontic_logic
https://cso.kmi.open.ac.uk/topics/kripke_semantics	http://dbpedia.org/resource/Kripke_semantics
https://cso.kmi.open.ac.uk/topics/coalgebra	http://dbpedia.org/resource/Coalgebra
https://cso.kmi.open.ac.uk/topics/coinduction	http://dbpedia.org/resource/Coinduction
https://cso.kmi.open.ac.uk/topics/fuzzy_description_logic	http://dbpedia.org/resource/Description_logic
https://cso.kmi.open.ac.uk/topics/web_ontology_language	http://dbpedia.org/resource/Web_Ontology_Language
https://cso.kmi.open.ac.uk/topics/ontology_language	http://dbpedia.org/resource/Ontology
https://cso.kmi.open.ac.uk/topics/decision-tree_algorithm	http://dbpedia.org/resource/Decision_tree
https://cso.kmi.open.ac.uk/topics/decision_tree_classification	http://dbpedia.org/resource/Decision_tree
https://cso.kmi.open.ac.uk/topics/random_forests	http://dbpedia.org/resource/Random_forest
